source_url,status_code,error_message,check_date,links_found,depth
https://ru.wikipedia.org/wiki/Фонд_Викимедиа,200,,2026-05-28 18:10:59,257,0
https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%8F:%D0%A1%D0%BE%D0%B4%D0%B5%D1%80%D0%B6%D0%B0%D0%BD%D0%B8%D0%B5,200,,2026-05-28 18:11:00,74,0
https://ru.wikipedia.org/wiki/Gemeinsame_Normdatei,200,,2026-05-28 18:11:00,56,0
https://ru.wikipedia.org/wiki/PikiePikie,404,,2026-05-28 18:10:23,0,0
https://ru.wikipedia.org/wiki/XWiki,404,,2026-05-28 18:10:32,0,0
https://ru.wikipedia.org/wiki/Kerika,404,,2026-05-28 18:10:34,0,0
https://ru.wikipedia.org/wiki/Textboard,404,,2026-05-28 18:10:36,0,0
https://ru.wikipedia.org/wiki/PikiPiki,404,,2026-05-28 18:10:37,0,0
https://ru.wikipedia.org/wiki/Mindquarry,404,,2026-05-28 18:10:46,0,0
https://ru.wikipedia.org/wiki/LynxWiki,404,,2026-05-28 18:10:48,0,0
https://ru.wikipedia.org/wiki/Socialtext,404,,2026-05-28 18:11:01,0,0
https://ru.wikipedia.org/wiki/GetWiki,404,,2026-05-28 18:11:02,0,0
